INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
2366,0,0,0,50,0,13,5385.72390515634,No,0,Yes,z_F,Bachelors,Student,67.6572874244434,Private,7040,1,Sports Car,no,2996,2,No,4,9,Highly Urban/ Urban
2367,0,0,0,51,0,14,89581.7366325853,No,269747.480203722,z_No,M,Masters,Lawyer,36.5300373570035,Private,22020,9,Minivan,no,0,0,Yes,0,16,Highly Urban/ Urban
2368,1,1037,0,54,0,0,0,No,111556.489214833,z_No,M,Bachelors,Home Maker,26.3036926239541,Commercial,11020,1,Pickup,yes,0,0,Yes,1,7,Highly Urban/ Urban
2369,0,0,1,39,3,12,6842.8180400863,Yes,0,z_No,z_F,z_High School,Student,8.76130761259242,Commercial,7050,4,z_SUV,no,0,0,No,1,6,z_Highly Rural/ Rural
2371,1,1990,0,36,0,11,33447.1361656829,No,0,z_No,M,<High School,Clerical,42.2916490358627,Private,22070,7,Van,yes,0,0,No,0,1,Highly Urban/ Urban
2372,1,6208,0,54,0,12,27354.3613081935,No,0,z_No,z_F,Bachelors,z_Blue Collar,18.7296352435638,Commercial,9640,1,z_SUV,no,0,0,No,2,9,Highly Urban/ Urban
2373,0,0,0,41,0,12,70425.9182862188,No,209876.926991223,Yes,z_F,z_High School,Professional,37.8840557619006,Private,22860,6,Minivan,no,0,0,No,0,12,Highly Urban/ Urban
2374,0,0,0,42,0,12, ,No,241791.410936842,Yes,z_F,Bachelors,Clerical,57.2414177411765,Private,18690,1,z_SUV,no,1698,2,No,0,8,Highly Urban/ Urban
2375,0,0,2,42,2, ,0,Yes,0,z_No,z_F,Bachelors,Student,34.5491017814521,Commercial,18020,7,Minivan,no,0,0,No,1,6,z_Highly Rural/ Rural
2376,0,0,1,39,1,11,50890.5329314764,No,194125.919229896,Yes,z_F,z_High School,Clerical,31.6178238602231,Private,10490,1,z_SUV,no,0,0,No,5,6,z_Highly Rural/ Rural
2377,1,19351.6212314735,0,57,0,8,81766.5169123907,No,308350.040287135,Yes,z_F,z_High School,z_Blue Collar,30.4687147390572,Commercial,19820,1,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
2379,1,4903,0,47,0,14,19778.5634314559,No,96106.8660367112,z_No,M,<High School,z_Blue Collar,49.8927391371432,Commercial,25250,4,Panel Truck,yes,0,0,No,2,1,z_Highly Rural/ Rural
2380,0,0,0,51,0,0,0,No,56588.6821999197,Yes,z_F,z_High School,Home Maker,55.5558205163485,Commercial,19640,1,Pickup,no,6187,1,No,2,1,Highly Urban/ Urban
2381,0,0,0,42,0,9,116863.340201113,No,335371.403638859,Yes,M,Masters, ,45.0045312421325,Commercial,17390,1,Van,no,0,0,No,3,11,Highly Urban/ Urban
2382,0,0,0,49,0,7,176866.423421792,No,0,z_No,M,Masters, ,68.8636737425788,Commercial,6400,3,Pickup,yes,0,0,Yes,0,16,Highly Urban/ Urban
2383,0,0,0,49,0,14,21917.5389934581,No,157111.851502374,Yes,z_F,Masters,Lawyer,18.3104060000391,Private,25530,6,Minivan,no,0,0,No,0,19,Highly Urban/ Urban
2384,0,0,0,32,1,12,126677.962595193,No,325815.142830074,Yes,M,Bachelors,z_Blue Collar,59.7730446724452,Private,20480,4,Van,yes,0,0,No,4,15,z_Highly Rural/ Rural
2385,1,2589,0,47,0,9, ,No,149582.400566428,Yes,M,<High School,z_Blue Collar,44.3218920458758,Private,5430,3,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
2386,0,0,0,37,0,9,62409.253275257,No,217421.448163831,z_No,z_F,z_High School,z_Blue Collar,54.6305272653298,Commercial,11440,10,z_SUV,no,0,0,Yes,1,1,z_Highly Rural/ Rural
2387,0,0,0,51,0,14,28979.3326955939,No,174099.667822748,Yes,M,PhD,Manager,44.6670971203658,Commercial,22570,1,Panel Truck,yes,0,0,No,3,11,Highly Urban/ Urban
2388,0,0,0,35,1,11,77485.6778757886,Yes,232815.490167852,z_No,M,Bachelors,Manager,27.6747513002974,Private,13690,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
2389,0,0,0,53,0,13,93907.8303620659,No,0,z_No,M,z_High School,Clerical,40.6868167182001,Private,16190,1,Minivan,yes,0,0,No,2,9,z_Highly Rural/ Rural
2391,0,0,0,39,0, , ,No,0,Yes,z_F,<High School,Student,78.9203982820226,Private,5600,1,Sports Car,no,4697,1,No,0,1,Highly Urban/ Urban
2392,0,0,0,52,0,6,168168.382368697,No,0,z_No,M,Masters,Lawyer,22.0383394532385,Private,6700,10,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban
2393,1,4296,0,36,0,9,60846.9809812062,No,211273.292002406,z_No,z_F,Bachelors,z_Blue Collar,30.9496379232308,Private,8560,4,z_SUV,no,6295,3,No,5,3,Highly Urban/ Urban
2394,1,2777,0,39,0,11,57744.0864811881,No,213238.917103605,Yes,z_F,z_High School,z_Blue Collar,44.8718095344459,Commercial,11170,1,z_SUV,no,0,0,No,3,8,Highly Urban/ Urban
2395,1,4298,0,52,0,10,5.28592900753739,No,0,z_No,M,Bachelors,Student,37.5768144255872,Commercial,6700,1,Pickup,yes,4824,3,No,0,11,Highly Urban/ Urban
2396,0,0,0,53,0,10,62279.9451024556,No,0,z_No,M,Masters, ,51.8565010188389,Commercial,30810,6,Panel Truck,yes,4390,2,No,0,12,Highly Urban/ Urban
2397,0,0,1,37,2,0,0,Yes,0,z_No,z_F,Bachelors,Student,40.9183768344481,Private,20860,1,z_SUV,no,9237,3,No,2,4,z_Highly Rural/ Rural
2398,1,2536,1,57,2,15,79052.6445117579,No, ,Yes,z_F,Masters,Lawyer,57.3506653733081,Private,15110,7,Sports Car,no,3795,3,No,6,12,Highly Urban/ Urban
2400,1,5723,0,39,0,4,102051.585010775,No,237340.783968325,z_No,M,PhD,Manager,20.5699525505847,Private,7020,6,Pickup,yes,0,0,No,1,16,Highly Urban/ Urban
2401,0,0,0,35,0,7,64890.3163188947,No,0,z_No,z_F,Bachelors,Manager,27.0005483574519,Private,12760,1,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban
2405,1,337.504702260644,0,51,0,12,146880.994786808,No,396555.710144386,Yes,M,PhD,Manager,69.6566056427822,Commercial,19920,1,Van,no,0,0,No,0,11,Highly Urban/ Urban
2406,0,0,2,44,3,15,69263.8506330184,No,242234.277231063,Yes,M,z_High School,z_Blue Collar,34.5635342936362,Commercial,16510,4,Minivan,yes,0,0,No,0,9,z_Highly Rural/ Rural
2407,0,0,0,34,1,0,0,No,0,Yes,z_F,<High School,Student,41.8301213997563,Private,11990,7,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
2408,1,2257,0,51,0,15,57409.7625696071,No,231625.579300416,Yes,z_F,Bachelors,Professional,34.3765630634034,Private,12340,13,z_SUV,no,33089,3,No,3,4,Highly Urban/ Urban
2409,0,0,0,34,4, ,6362.9294131584,Yes,0,z_No,z_F,z_High School,Student,23.0674340303533,Commercial,7850,6,Sports Car,no,53477,2,Yes,2,1,Highly Urban/ Urban
2410,0,0,0,43,1, ,41228.6509324612,No,0,Yes,z_F,z_High School,Student,42.7377839457631,Private,9920,4,z_SUV,no,5303,2,No,3,5,Highly Urban/ Urban
2411,1,2774,0,41,0,5,53292.8234366348,No,0,z_No,z_F,z_High School,z_Blue Collar,45.5328609011444,Commercial,6830,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
2412,0,0,0,42,0,11,94089.9479959537,No, ,Yes,M,Masters,Manager,28.6169018531696,Commercial,18340,1,Van,yes,39973,2,Yes,3,15,Highly Urban/ Urban
2413,0,0,0,38,1,12,15215.8076170914,Yes,134162.868659981,z_No,M,Bachelors,Home Maker,10.1384754851791,Commercial,8650,1,Pickup,yes,0,0,No,0,8,z_Highly Rural/ Rural
2415,0,0,0,34,1,12,121278.943253501,No,325517.787405529,Yes,z_F,Bachelors,z_Blue Collar,34.7999896673841,Private,10960,1,z_SUV,no,0,0,Yes,4,15,Highly Urban/ Urban
2416,0,0,0,49,0,13, ,No,232784.77419783,Yes,M,Bachelors,Professional,42.6769564122401,Private,16940,6,Van,yes,3170,3,No,3,12,Highly Urban/ Urban
2417,1,3997,0,26,2,13,989.376123036309,No,0,Yes,z_F,<High School,Student,23.6635752630785,Private,4200,10,z_SUV,no,25081,2,Yes,3,1,Highly Urban/ Urban
2418,1,8496,0,42,0, ,7803.71538910888,No,0,z_No,z_F,z_High School,Student,25.4777127374218,Private,6480,1,z_SUV,no,4400,1,No,2,8,Highly Urban/ Urban
2419,0,0,0,44,0,11,65425.7583883995,No,181180.94011664,Yes,M,Bachelors,Manager,43.9350889869657,Commercial,6040,6,Pickup,yes,0,0,No,1,14,Highly Urban/ Urban
2420,0,0,0,55,0,14,174525.548223778,No,439040.39714141,z_No,M,PhD, ,25.5881893138466,Commercial,24450,3,Panel Truck,no,4478,4,No,3,9,Highly Urban/ Urban
2421,0,0,0,30,1, ,55307.3683730813,No,174351.729014024,Yes,M,Masters, ,22.3548676490311,Private,12360,1,Minivan,yes,5278,1,No,0,24,Highly Urban/ Urban
2423,0,0,0,36,4,14,45483.7436219282,No,187068.010874944,Yes,z_F,<High School,z_Blue Collar,23.4927428795956,Private,9650,6,z_SUV,no,4448,2,No,6,1,Highly Urban/ Urban
2425,0,0,0,49,0,12,23111.4200163329,No,135834.276812393,Yes,z_F,<High School,Clerical,39.3113076544578,Private,12260,3,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
2426,0,0,0,50,0, ,120424.146642295,No,315565.000626905,Yes,M,Bachelors,Professional,36.6080153307292,Commercial,33030,6,Panel Truck,yes,0,0,No,0,13,z_Highly Rural/ Rural
2427,0,0,0,58,0,15,89402.7556149819,No,274332.522195867,Yes,M,Bachelors,z_Blue Collar,22.521049500833,Commercial,22990,10,Panel Truck,no,0,0,Yes,2,15,Highly Urban/ Urban
2428,0,0,0,56,0,15,4199.55380609246,No,127300.003832786,Yes,z_F,Bachelors,Home Maker,34.8255612702948,Private,37380,1,Minivan,no,0,0,No,0,9,Highly Urban/ Urban
2429,0,0,0,37,3,9,14818.4431435092,Yes,137446.981264676,z_No,M,<High School,Clerical,34.2392321486591,Commercial,16710,4,Van,yes,0,0,Yes,0,1,z_Highly Rural/ Rural
2431,1,291.728570805718,2,41,4,0,0,Yes,0,z_No,z_F,Masters,Home Maker,53.1425438081251,Private,1500,6,Sports Car,no,1433,2,No,5, ,Highly Urban/ Urban
2432,0,0,0,45,0,12,43998.0578453795,No,181594.972652034,Yes,z_F,Masters,Manager,16.113192278838,Private,25500,4,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
2433,0,0,0,53,0,14,39094.5590677182,No,197227.110093273,Yes,M,z_High School,Manager,10.9543398683132,Private,10710,6,Pickup,yes,0,0,No,0,10,Highly Urban/ Urban
2434,0,0,0,51,0,12,54236.0009397375,No,219126.926137692,Yes,M,Bachelors,z_Blue Collar,40.2603905563345,Commercial,6600,1,Pickup,no,0,0,No,0,14,z_Highly Rural/ Rural
2436,0,0,0,33,5,0,0,No,0,Yes,z_F,Bachelors,Home Maker,45.2818572978587,Private,9930,4,Sports Car,no,0,0,No,3,10,z_Highly Rural/ Rural
2437,0,0,0,43,3,11,72637.0922385446,Yes,0,z_No,z_F,Masters,Manager,46.3653920147602,Commercial,24050,1,Panel Truck,no,0,0,No,0,16,Highly Urban/ Urban
2438,0,0,0,47,0,13,128480.960783264,No,0,z_No,M,Bachelors,Professional,39.715284727151,Private,14350,1,Minivan,yes,0,0,No,2,12,Highly Urban/ Urban
2440,0,0,0,43,0,14,93239.066644155,No,277687.424154756,Yes,z_F,Masters,Professional,36.2819497799907,Private,5800,1,Sports Car,no,0,0,No,0,13,z_Highly Rural/ Rural
2441,1,9388,2,38,2,0,0,No,0,Yes,M,z_High School,Student,21.9027936821503,Commercial,5300,4,Pickup,yes,0,0,No,8,1,Highly Urban/ Urban
2443,0,0,0,36,0,10,166406.166408055,No,410929.585396133,z_No,z_F,Masters, ,37.1603822370848,Commercial,25020,6,Pickup,no,0,0,No,1,16,Highly Urban/ Urban
2444,1,4229,0,31,0,5,11424.8009286621,No,0,z_No,z_F,<High School,Clerical,39.896326166449,Private,4780,3,z_SUV,no,2168,2,No,2,6,Highly Urban/ Urban
2446,0,0,0,47,0,6,108031.330604564,No,329697.957781307,Yes,M,Masters, ,12.5444832064972,Commercial,21460,3,Van,no,0,0,No,0,13,Highly Urban/ Urban
2447,0,0,0,36,1,13, ,No,145802.919612677,Yes,M,z_High School,Clerical,68.8475260844035,Commercial,30370,17,Panel Truck,no,5872,2,No,3,1,Highly Urban/ Urban
2448,0,0,0,38,0,6,90074.997604202,No,271397.240729895,z_No,z_F,Masters,Professional,39.7139234897889,Private,30110,1,Minivan,no,0,0,No,2,15,Highly Urban/ Urban
2450,0,0,0,41,0,10,185205.03163396,No,480262.212805516,z_No,M,Bachelors,z_Blue Collar,47.2595591936121,Commercial,5600,12,Pickup,yes,0,0,No,0,12,z_Highly Rural/ Rural
2452,0,0,0,53,0,14,46817.0607243476,No,223487.225455577,Yes,M,Masters,Manager,20.7610256544315,Private,6800,1,Pickup,no,0,0,No,0,13,Highly Urban/ Urban
2453,1,5120,0,46,0,10,42620.8960925343,No,0,z_No,z_F,z_High School,Clerical,45.4868844159983,Private,10360,4,z_SUV,no,7333,1,Yes,0,1,Highly Urban/ Urban
2454,0,0,0,55,0,15,105178.090064868,No,313733.782922311,Yes,z_F,PhD,Doctor,25.1734016029211,Private,12020,4,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
2455,0,0,0,63,0,13,31268.8629825351,No,201461.079020874,Yes,M,z_High School,Professional,41.6270446941172,Private,10930,7,Sports Car,yes,0,0,No,4,1,z_Highly Rural/ Rural
2456,1,6767,3,40,4,10,147646.534241079,Yes,385797.656735583,z_No,M,PhD,Professional,12.3048135176794,Commercial,28870,3,Panel Truck,yes,1449,2,No,3,25,Highly Urban/ Urban
2457,0,0,0,35,0,5,60855.216575994,No,0,z_No,M,Bachelors,z_Blue Collar,52.1064917558899,Commercial,23480,9,Panel Truck,no,0,0,No,0,1,z_Highly Rural/ Rural
2458,0,0,0,55,0,12,130162.208407951,No,356853.408388632,z_No,z_F,Bachelors,z_Blue Collar,17.2596691969499,Commercial,29990,1,Panel Truck,no,0,0,No,2,7,z_Highly Rural/ Rural
2459,0,0,1,38,2,12,10287.4395231911,Yes, ,z_No,M,<High School,z_Blue Collar,10.5813631817891,Commercial,19320,7,Van,no,0,0,No,0,1,z_Highly Rural/ Rural
2460,0,0,0,60,0,5,100327.520956201,No,302757.251473669,Yes,z_F,Masters,Lawyer,20.1181085948076,Private,22300,10,z_SUV,no,0,0,No,1,20,Highly Urban/ Urban
2462,0,0,0,48,0,11,105103.111065032,No,318522.646828521,Yes,z_F,Masters,Lawyer,33.5849903793436,Private,6300,10,Sports Car,no,0,0,No,0,16,Highly Urban/ Urban
2463,0,0,1,58,1,11,66762.4046706098,No,225042.739805231,Yes,M,PhD, ,21.0778087379216,Commercial,28600,4,Panel Truck,yes,4007,1,No,6,17,Highly Urban/ Urban
2466,0,0,2,40,3,13,48623.3084192781,No,221757.286192692,Yes,z_F,<High School,z_Blue Collar,21.1318817135852,Private,25620,10,Sports Car,no,0,0,No,2,1,z_Highly Rural/ Rural
2467,0,0,0,47,0, ,120149.712092981,No,318648.752545728,Yes,M,Masters, ,19.6920411548778,Commercial,20800,14,Van,no,0,0,No,1,15,Highly Urban/ Urban
2468,0,0,0,42,0,8,57095.041427406,No,0,z_No,z_F,z_High School,z_Blue Collar,25.1386237985866,Commercial,20720,4,z_SUV,no,46442,1,Yes,5,12,z_Highly Rural/ Rural
2469,0,0,0,48,0,15,36097.7082512744,No,0,z_No,M,z_High School,Manager,24.0553506834008,Private,9910,1,Pickup,yes,8258,2,No,0,6,Highly Urban/ Urban
2470,0,0,0,47,0,12,65416.7582411981,No,0,z_No,M,z_High School,Professional,21.6963582965416,Private,17880,11,Van,yes,0,0,No,0,1,z_Highly Rural/ Rural
2471,0,0,0,46,0,14,104465.599550744,No,299208.091297189,z_No,M,Masters,Lawyer,18.9658241319945,Private,24840,10,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban
2473,0,0,0,44,0,0,22287.5141357895,No,155196.30526467,Yes,z_F,Bachelors,Home Maker,14.2239244520282,Private,8130,7,z_SUV,no,0,0,No,2,14,Highly Urban/ Urban
2474,0,0,0,31,2,10,47622.5603554217,Yes,0,z_No,z_F,z_High School,z_Blue Collar,27.4161097524361,Commercial,4600,6,Sports Car,no,35375,3,No,0,1,Highly Urban/ Urban
2475,0,0,0,52,0,14,25834.7809657341,No,127523.906900531,Yes,z_F,z_High School,Clerical,53.1424954780616,Private,11340,6,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural
2477,1,3840,0,35,0,10,71379.1213095029,No,0,z_No,M,Bachelors,z_Blue Collar,33.616763369187,Commercial,22010,10,Van,yes,31039,2,Yes,3,9,Highly Urban/ Urban
2478,1,2527,0,49,0,13,37413.7091188105,No,185993.180333119,Yes,z_F,z_High School,z_Blue Collar,32.1366997990395,Commercial,10260,3,z_SUV,no,7105,2,No,9,1,Highly Urban/ Urban
2479,0,0,0,53,0,14,161395.141879703,No,412343.607215678,Yes,M,PhD,Lawyer,39.887297765021,Private,22940,4,Minivan,no,0,0,No,2,11,Highly Urban/ Urban
2480,1,19970.2051020774,0,31,1,9,83316.0807679388,Yes,239711.283898844,z_No,z_F,z_High School,Professional,12.3047293710181,Commercial,37720,6,Panel Truck,no,0,0,No,5,1,Highly Urban/ Urban
2481,0,0,0,50,0,13,21261.6402248877,No,152605.410734998,z_No,z_F,z_High School,Home Maker,22.260681060133,Private,1930,1,Sports Car,no,0,0,No,3,8,z_Highly Rural/ Rural
2483,0,0,0,51,0,13,81947.70176354,No,308197.220975013,Yes,z_F,z_High School,Professional,5,Private,7850,6,Sports Car,no,2219,1,No,0,1,Highly Urban/ Urban
2484,0,0,0,53,0,16,139306.571653671,No,338974.920236124,Yes,M,Masters,Lawyer,5,Private,21910,6,Van,yes,0,0,No,0,18,Highly Urban/ Urban
2485,0,0,0,54,0,13,74398.2145272706,No,233136.494091828,z_No,z_F,Bachelors,Manager,49.4637278561805,Private,14340,3,Sports Car,no,0,0,No,1,1,Highly Urban/ Urban
2486,0,0,0,47,0,7,108139.271785091,No,0,z_No,z_F,Bachelors,Professional,46.0850347468642,Private,17440,11,Minivan,no,3924,1,No,2,12,Highly Urban/ Urban
2488,0,0,0,48,0,11,45916.1410851421,No,194823.957324438,z_No,M,<High School,z_Blue Collar,26.8854277685939,Private,9160,4,Pickup,no,3424,1,No,5,1,Highly Urban/ Urban
2489,0,0,0,38,0, , ,No,305293.953656672,Yes,z_F,PhD,Lawyer,47.5999530175282,Private,16810,1,Minivan,no,0,0,No,1,14,Highly Urban/ Urban
2490,0,0,0,30,1,0,0,Yes,0,z_No,z_F,<High School,Student,36.7754607906575,Private,4500,1,Sports Car,no,4749,3,No,7,6,Highly Urban/ Urban
2491,0,0,0,45,0,11,191869.70067308,No,546868.001742439,z_No,M,PhD,Doctor,27.5702028258723,Private,5900,6,Pickup,yes,0,0,No,1,14,Highly Urban/ Urban
2492,1,1499.17751759758,0,37,0,13, ,No,143166.906764629,Yes,z_F,z_High School,Clerical,35.6616683105989,Private,7550,6,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
2493,0,0,1,43,1,3,154610.528537462,Yes,0,z_No,M,Masters,Lawyer,53.1982519982242,Private,31830,10,Minivan,yes,0,0,Yes,0,19,Highly Urban/ Urban
2494,0,0,0,43,0,11,43032.1861591131,No, ,Yes,M,Bachelors,z_Blue Collar,44.3271962572226,Commercial,12490,7,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
2495,1,3291,0,51,0,7,26114.1206142304,No,0,z_No,z_F,Masters,Lawyer,36.3610399422809,Private,9780,6,Minivan,no,1867,2,No,0,8,Highly Urban/ Urban
2496,0,0,0,56,0,12,38388.6348501296,No,173079.133361047,z_No,z_F,Bachelors,Clerical,21.2155324559491,Private,1500,6,z_SUV,no,0,0,No,0,13,z_Highly Rural/ Rural
2497,0,0,0,28,3,13,98484.936269214,No,284910.959875742,Yes,M,Bachelors,z_Blue Collar,71.2117961111537,Commercial,22490,1,Van,yes,0,0,No,2, ,z_Highly Rural/ Rural
2499,1,4236,0,42,3,16,35586.0043440257,No,125316.843342229,Yes,M,z_High School,Clerical,28.8644785277352,Commercial,5060,10,Pickup,no,24208,1,Yes,5,1,Highly Urban/ Urban
2500,1,8107.42598557454,0,27,3,11,14460.7878609239,No,108045.762327189,Yes,z_F,z_High School,Clerical,29.579454179717,Private,9990,1,z_SUV,no,0,0,Yes,2,1,Highly Urban/ Urban
2502,0,0,0,43,0,7, ,No,0,z_No,z_F,z_High School,z_Blue Collar,37.3294705491987,Commercial,16650,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
2503,0,0,0,47,0,10,45668.8056472406,No,165228.736841522,z_No,M,Masters,Manager,33.7910830823236,Commercial,9840,8,Pickup,yes,0,0,Yes,0,9,Highly Urban/ Urban
2505,0,0,0,33,5,10, ,No,262749.519147171,Yes,M,z_High School,z_Blue Collar,33.3197789719012,Commercial,18870,13,Van,no,40521,2,Yes,5,1,Highly Urban/ Urban
2506,0,0,0,48,0,8,37094.5401482261,No, ,Yes,z_F,z_High School,Clerical,43.2292428312223,Private,7090,6,Sports Car,no,28456,3,No,4,1,Highly Urban/ Urban
2507,0,0,0,59,0,13,137935.151296771,No,380970.620913729,z_No,M,PhD,Doctor,25.7398438382012,Private,21190,10,Minivan,no,0,0,No,1,10,Highly Urban/ Urban
2508,0,0,0,55,0,16,64602.6742976451,No,217162.267043085,Yes,z_F,z_High School,Professional,20.2684997761796,Private,13460,10,z_SUV,no,5916,3,No,2,7,Highly Urban/ Urban
2509,1,6111,0,44,3,15, ,No,155177.77241417,Yes,z_F,Masters,Lawyer,38.8705155320675,Private,15270,10,Minivan,no,0,0,No,0,16,Highly Urban/ Urban
2510,0,0,1,39,2, ,159727.316908512,No,352003.355842609,Yes,M,<High School,z_Blue Collar,30.5813015312394,Private,21370,6,Minivan,no,7931,2,No,2,1,Highly Urban/ Urban
2512,0,0,2,45,2,14,71032.7856616949,No,219527.394657176,Yes,z_F,Bachelors,Clerical,36.3133929090756,Private,14330,17,Minivan,no,0,0,No,5,6,Highly Urban/ Urban
2513,0,0,0,35,0,7,17561.7305673504,No,0,z_No,M,z_High School,Clerical,6.4919117948065,Private,14320,10,Minivan,yes,0,0,No,0,1,z_Highly Rural/ Rural
2514,1,5342,1,60,1,7,102339.143821305,Yes,0,z_No,z_F,PhD, ,8.96047574621529,Commercial,27420,10,Van,no,0,0,No,8,11,Highly Urban/ Urban
2515,1,5488,0,46,0,13,26411.6854823953,No,140130.89633833,Yes,M,z_High School,Clerical,42.5072012952764,Commercial,10060,1,Pickup,yes,8636,3,No,5,7,Highly Urban/ Urban
2516,0,0,0,57,0,12,47248.4027797904,No, ,Yes,M,Bachelors,Manager,31.620517624514,Commercial,27690,4,Panel Truck,no,4179,2,No,4,10,Highly Urban/ Urban
2517,0,0,0,49,0,0, ,No,0,Yes,z_F,<High School,Student,26.3208719604752,Private,13640,3,z_SUV,no,0,0,No,0,5,z_Highly Rural/ Rural
2519,0,0,0,53,0,12,74060.5567224238,No,272685.878608977,Yes,M,Bachelors,Manager,69.9996005719919,Private,13430,9,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
2520,1,5027,0,37,2,14,83418.89597729,No,297024.43355567,Yes,z_F,z_High School,z_Blue Collar,32.5469554363747,Commercial,9840,10,Sports Car,no,3771,3,No,3,1,Highly Urban/ Urban
2522,0,0,0,47,0,10,129926.279689387,No,0,z_No,M,Masters,Professional,61.5831504530924,Private,15650,4,Minivan,yes,6527,3,No,1,9,Highly Urban/ Urban
2523,0,0,0,40,0,14,96461.6017746196,No,262391.050948011,z_No,M,Bachelors,z_Blue Collar,20.3344952047461,Private,15150,4,Minivan,yes,0,0,No,0,12,Highly Urban/ Urban
2524,0,0,0,45,0,10,63457.4826938131,No,209489.995283041,Yes,M,Bachelors,Professional,32.9611486152181,Commercial,28770,1,Panel Truck,no,4845,2,No,5,8,Highly Urban/ Urban
2525,0,0,0,58,0,7,65922.9800863524,No,238114.854035831,Yes,M,Bachelors,Manager,29.9045956628944,Commercial,29800,1,Panel Truck,yes,3886,2,No,2,8,Highly Urban/ Urban
2526,0,0,0,48,0,14,29295.0980156712,No,147113.004866056,Yes,M,z_High School,Clerical,27.5485929629558,Private,9230,4,Pickup,yes,0,0,No,6,1,z_Highly Rural/ Rural
2527,0,0,0,46,0, ,60213.2488290601,No,216721.171143919,Yes,M,z_High School,Professional,28.743920461552,Private,22630,1,Minivan,yes,0,0,No,2,7,Highly Urban/ Urban
2528,0,0,0,32,0,9,36762.79843362,No,175959.520469915,Yes,M,<High School,z_Blue Collar,12.14185132777,Private,6550,7,Pickup,yes,7475,1,No,4,5,Highly Urban/ Urban
2529,0,0,0,54,0,12,93399.661188613,No,317613.923424931,Yes,M,z_High School,z_Blue Collar,26.3607350218367,Commercial,16240,6,Van,yes,9866,1,No,0,1,Highly Urban/ Urban
2531,0,0,0,48,0,12, ,No,140348.163587235,Yes,z_F,Bachelors,z_Blue Collar,33.6503298437864,Private,11020,1,z_SUV,no,8727,1,No,5,10,Highly Urban/ Urban
2532,0,0,0,39,0,9,103073.335137229,No,257576.102532597,z_No,z_F,Bachelors,Manager,28.7659827800799,Private,28750,1,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
2533,1,3673.65686337656,0,42,1,12,80130.0492065845,No,231747.333984916,Yes,M,z_High School,z_Blue Collar,5.61331259849699,Commercial,5700,4,Minivan,yes,34020,1,Yes,9,1,Highly Urban/ Urban
2534,0,0,0,53,0,7,10231.9335687001,No,129978.600221992,Yes,z_F,Masters,Home Maker,32.886868756208,Private,24470,16,Minivan,no,5458,2,No,3,18,Highly Urban/ Urban
2535,0,0,0,39,0,11,67011.4004315219,No,0,z_No,z_F,<High School,z_Blue Collar,38.6536374554839,Commercial,25740,1,Van,no,10535,1,No,4,1,Highly Urban/ Urban
2536,0,0,0,44,0,0,0,No,83523.2985301531,z_No,z_F,z_High School,Home Maker,72.3326669543955,Private,20230,1,Minivan,no,0,0,No,0,8,z_Highly Rural/ Rural
2537,0,0,0,56,2, ,99185.9440328893,No,336690.641200191,Yes,M,Bachelors,Manager,34.5526964254961,Commercial,16820,3,Van,yes,0,0,No,1,9,Highly Urban/ Urban
2538,0,0,0,49,0,11,165192.627651083,No,0,z_No,z_F,Masters, ,29.3075868699701,Commercial,27170,1,Pickup,no,0,0,Yes,0,17,Highly Urban/ Urban
2539,0,0,0,43,2,12,10858.8613971541,No,117283.359149285,Yes,z_F,<High School,Home Maker,45.1777399307684,Commercial,19150,6,Van,no,0,0,No,3,4,z_Highly Rural/ Rural
